2022-10-15 23:31:26.256824,0x0002 8 7b fe
2022-10-15 23:31:26.272913,0x0002 8 76 ff
2022-10-15 23:31:26.289936,0x0002 8 70 ff
2022-10-15 23:31:26.309915,0x0002 8 70 fe
2022-10-15 23:31:26.325450,0x0002 8 6f fe
2022-10-15 23:31:26.339441,0x0002 8 6e fe
2022-10-15 23:31:26.356531,0x0002 8 6d fe
2022-10-15 23:31:26.373688,0x0002 8 6c fe
2022-10-15 23:31:26.397573,0x0002 8 6c ff
2022-10-15 23:31:26.413628,0x0002 8 6c fe
2022-10-15 23:31:26.429988,0x0002 8 6b fe
2022-10-15 23:31:26.439649,0x0002 8 6c fe
2022-10-15 23:31:26.477490,0x0002 8 6b fe
2022-10-15 23:31:26.509408,0x0002 8 6a fe
2022-10-15 23:31:26.549302,0x0002 8 69 fe
2022-10-15 23:31:26.573264,0x0002 8 64 fe
2022-10-15 23:31:26.589157,0x0002 8 59 fc
2022-10-15 23:31:26.597135,0x0002 8 4b f8
2022-10-15 23:31:26.613092,0x0002 8 40 f6
2022-10-15 23:31:26.629049,0x0002 8 33 f0
2022-10-15 23:31:26.637028,0x0002 8 27 ed
2022-10-15 23:31:26.653983,0x0002 8 15 e5
2022-10-15 23:31:26.669940,0x0002 8 00 da
2022-10-15 23:31:26.677919,0x0002 8 00 cc
2022-10-15 23:31:26.693568,0x0002 8 00 c7
2022-10-15 23:31:26.709526,0x0002 8 00 c6
2022-10-15 23:31:26.717144,0x0002 8 00 c5
2022-10-15 23:31:26.733102,0x0002 8 00 c4
2022-10-15 23:31:26.757064,0x0002 8 00 c5
2022-10-15 23:31:26.797427,0x0002 8 00 c6
2022-10-15 23:31:26.813384,0x0002 8 00 c5
2022-10-15 23:31:26.837321,0x0002 8 00 c6
2022-10-15 23:31:26.853278,0x0002 8 00 c5
2022-10-15 23:31:26.893679,0x0002 8 00 c6
2022-10-15 23:31:26.909190,0x0002 8 00 c9
2022-10-15 23:31:26.917171,0x0002 8 00 cd
2022-10-15 23:31:26.933126,0x0002 8 00 cf
2022-10-15 23:31:26.949079,0x0002 8 00 d1
2022-10-15 23:31:26.973042,0x0002 8 00 d2
2022-10-15 23:31:27.013546,0x0002 8 00 d1
2022-10-15 23:31:27.093880,0x0002 8 00 d2
2022-10-15 23:31:27.333561,0x0002 8 10 d8
2022-10-15 23:31:27.341539,0x0002 8 19 e0
2022-10-15 23:31:27.357102,0x0002 8 19 e1
2022-10-15 23:31:27.373086,0x0002 8 1e e4
2022-10-15 23:31:27.381068,0x0002 8 26 e8
2022-10-15 23:31:27.397074,0x0002 8 2c ec
2022-10-15 23:31:27.413059,0x0002 8 30 ed
2022-10-15 23:31:27.421009,0x0002 8 32 ee
2022-10-15 23:31:27.437965,0x0002 8 33 ee
2022-10-15 23:31:27.621473,0x0002 8 35 ee
2022-10-15 23:31:27.629450,0x0002 8 34 ee
2022-10-15 23:31:27.661392,0x0002 8 38 ef
2022-10-15 23:31:27.669344,0x0002 8 39 f1
2022-10-15 23:31:27.685163,0x0002 8 3a f2
2022-10-15 23:31:27.693169,0x0002 8 3a f3
2022-10-15 23:31:27.709122,0x0002 8 3a f4
2022-10-15 23:31:27.725084,0x0002 8 3c f5
2022-10-15 23:31:27.733036,0x0002 8 43 f6
2022-10-15 23:31:27.749989,0x0002 8 47 f6
2022-10-15 23:31:27.765167,0x0002 8 48 f6
2022-10-15 23:31:27.789103,0x0002 8 49 f6
2022-10-15 23:31:27.845950,0x0002 8 4a f6
2022-10-15 23:31:27.893831,0x0002 8 4a f7
2022-10-15 23:31:27.933714,0x0002 8 4a f8
2022-10-15 23:31:27.965629,0x0002 8 4e f8
2022-10-15 23:31:27.973608,0x0002 8 51 f8
2022-10-15 23:31:27.989116,0x0002 8 53 f9
2022-10-15 23:31:28.005104,0x0002 8 55 f9
2022-10-15 23:31:28.013083,0x0002 8 59 f9
2022-10-15 23:31:28.046005,0x0002 8 5a f9
2022-10-15 23:31:28.053207,0x0002 8 5b f9
2022-10-15 23:31:28.069164,0x0002 8 5b fa
2022-10-15 23:31:28.085121,0x0002 8 5c fa
2022-10-15 23:31:28.093072,0x0002 8 5b fa
2022-10-15 23:31:28.133092,0x0002 8 5c fb
2022-10-15 23:31:28.189015,0x0002 8 5d fc
2022-10-15 23:31:28.197991,0x0002 8 5e fc
2022-10-15 23:31:28.229906,0x0002 8 60 fc
2022-10-15 23:31:28.237912,0x0002 8 64 fc
2022-10-15 23:31:28.253112,0x0002 8 68 fc
2022-10-15 23:31:28.269068,0x0002 8 6c fc
2022-10-15 23:31:28.277075,0x0002 8 70 fd
2022-10-15 23:31:28.294002,0x0002 8 71 fd
2022-10-15 23:31:28.309959,0x0002 8 73 fd
2022-10-15 23:31:28.317179,0x0002 8 72 fd
2022-10-15 23:31:28.333137,0x0002 8 74 fe
2022-10-15 23:31:28.413946,0x0002 8 75 fe
2022-10-15 23:31:28.429876,0x0002 8 75 ff
2022-10-15 23:31:28.437855,0x0002 8 75 fe
2022-10-15 23:31:28.469797,0x0002 8 77 ff
2022-10-15 23:31:28.477749,0x0002 8 77 fe
2022-10-15 23:31:28.493705,0x0002 8 78 fe
2022-10-15 23:31:28.517114,0x0002 8 7a fe
2022-10-15 23:31:28.549056,0x0002 8 7d fe
2022-10-15 23:31:28.558004,0x0002 8 7d ff
2022-10-15 23:31:28.573961,0x0002 8 7f ff
2022-10-15 23:31:28.597072,0x0002 8 7e ff
2022-10-15 23:31:28.629982,0x0002 8 7f fe
2022-10-15 23:31:28.637961,0x0002 8 81 fe
2022-10-15 23:31:28.669904,0x0002 8 83 fe
2022-10-15 23:31:28.677854,0x0002 8 82 fe
2022-10-15 23:31:28.693839,0x0002 8 83 fe
2022-10-15 23:31:28.733732,0x0002 8 84 fe
2022-10-15 23:31:28.773625,0x0002 8 85 fe
2022-10-15 23:31:28.837458,0x0002 8 86 fe
2022-10-15 23:31:28.861421,0x0002 8 87 fe
2022-10-15 23:31:28.933643,0x0002 8 88 fe
2022-10-15 23:31:28.941092,0x0002 8 87 fe
2022-10-15 23:31:28.981933,0x0002 8 88 fe
2022-10-15 23:31:29.037812,0x0002 8 89 fe
2022-10-15 23:31:29.061058,0x0002 8 8a fe
2022-10-15 23:31:29.093971,0x0002 8 89 fe
2022-10-15 23:31:29.173759,0x0002 8 8a fe
2022-10-15 23:31:30.021882,0x0002 8 87 fe
2022-10-15 23:31:30.029861,0x0002 8 8c fd
2022-10-15 23:31:30.045844,0x0002 8 95 fd
2022-10-15 23:31:30.061083,0x0002 8 98 fc
2022-10-15 23:31:30.069061,0x0002 8 99 fb
2022-10-15 23:31:30.085063,0x0002 8 9b fb
2022-10-15 23:31:30.101022,0x0002 8 a2 fb
2022-10-15 23:31:30.109030,0x0002 8 aa fa
2022-10-15 23:31:30.125954,0x0002 8 ab f9
2022-10-15 23:31:30.141939,0x0002 8 a9 f8
2022-10-15 23:31:30.149096,0x0002 8 af f7
2022-10-15 23:31:30.165019,0x0002 8 ae f7
2022-10-15 23:31:30.181973,0x0002 8 b0 f7
2022-10-15 23:31:30.205910,0x0002 8 b3 f7
2022-10-15 23:31:30.325588,0x0002 8 b2 f7
2022-10-15 23:31:30.349036,0x0002 8 b1 f7
2022-10-15 23:31:30.365992,0x0002 8 b2 f7
2022-10-15 23:31:30.413007,0x0002 8 b0 f7
2022-10-15 23:31:30.429940,0x0002 8 af f7
2022-10-15 23:31:30.445923,0x0002 8 b5 f7
2022-10-15 23:31:30.453097,0x0002 8 b7 f7
2022-10-15 23:31:30.469085,0x0002 8 b9 f7
2022-10-15 23:31:30.485096,0x0002 8 ba f7
2022-10-15 23:31:30.509059,0x0002 8 bb f7
2022-10-15 23:31:30.573859,0x0002 8 bd f7
2022-10-15 23:31:30.605773,0x0002 8 bb f7
2022-10-15 23:31:30.613751,0x0002 8 bc f7
2022-10-15 23:31:30.629708,0x0002 8 bd f7
2022-10-15 23:31:30.645056,0x0002 8 be f6
2022-10-15 23:31:30.653035,0x0002 8 c1 f5
2022-10-15 23:31:30.668992,0x0002 8 c2 f5
2022-10-15 23:31:30.685068,0x0002 8 c4 f4
2022-10-15 23:31:30.693046,0x0002 8 c4 f2
2022-10-15 23:31:30.709002,0x0002 8 ca f0
2022-10-15 23:31:30.725957,0x0002 8 d2 ee
2022-10-15 23:31:30.732956,0x0002 8 d4 ed
2022-10-15 23:31:30.749064,0x0002 8 d5 ed
2022-10-15 23:31:30.773001,0x0002 8 d6 ed
2022-10-15 23:31:30.852982,0x0002 8 d5 ed
2022-10-15 23:31:30.869938,0x0002 8 d6 ed
2022-10-15 23:31:30.877955,0x0002 8 d5 ed
2022-10-15 23:31:30.893901,0x0002 8 d7 ed
2022-10-15 23:31:30.925789,0x0002 8 d8 ed
2022-10-15 23:31:30.933795,0x0002 8 d7 ed
2022-10-15 23:31:30.949115,0x0002 8 d8 ec
2022-10-15 23:31:30.957094,0x0002 8 db ec
2022-10-15 23:31:30.989008,0x0002 8 dd ec
2022-10-15 23:31:30.997984,0x0002 8 dc ec
2022-10-15 23:31:31.013940,0x0002 8 db ec
2022-10-15 23:31:31.029899,0x0002 8 de ec
2022-10-15 23:31:31.037911,0x0002 8 de eb
2022-10-15 23:31:31.053833,0x0002 8 dc ec
2022-10-15 23:31:31.069820,0x0002 8 dd ec
2022-10-15 23:31:31.077770,0x0002 8 de eb
2022-10-15 23:31:31.093755,0x0002 8 dd ea
2022-10-15 23:31:31.109740,0x0002 8 de ea
2022-10-15 23:31:31.117720,0x0002 8 dc ea
2022-10-15 23:31:31.149635,0x0002 8 de ea
2022-10-15 23:31:31.157046,0x0002 8 dd ea
2022-10-15 23:31:31.173002,0x0002 8 de ea
2022-10-15 23:31:31.189981,0x0002 8 dc ea
2022-10-15 23:31:31.213923,0x0002 8 e0 ea
2022-10-15 23:31:31.237885,0x0002 8 de ea
2022-10-15 23:31:31.277779,0x0002 8 e0 ea
2022-10-15 23:31:31.293710,0x0002 8 de ea
2022-10-15 23:31:31.309693,0x0002 8 dd ea
2022-10-15 23:31:31.317644,0x0002 8 da ea
2022-10-15 23:31:31.349560,0x0002 8 d8 ea
2022-10-15 23:31:31.357102,0x0002 8 d9 ea
2022-10-15 23:31:31.373090,0x0002 8 d7 ea
2022-10-15 23:31:31.389045,0x0002 8 d2 ea
2022-10-15 23:31:31.397167,0x0002 8 d3 ea
2022-10-15 23:31:31.413153,0x0002 8 d5 ea
2022-10-15 23:31:31.437061,0x0002 8 d9 ea
2022-10-15 23:31:31.453045,0x0002 8 d8 ea
2022-10-15 23:31:31.469005,0x0002 8 d9 ea
2022-10-15 23:31:31.477169,0x0002 8 dc ea
2022-10-15 23:31:31.493125,0x0002 8 dd ea
2022-10-15 23:31:31.510054,0x0002 8 dc ea
2022-10-15 23:31:31.517035,0x0002 8 db ea
2022-10-15 23:31:31.533015,0x0002 8 dc ea
2022-10-15 23:31:31.541178,0x0002 8 dd ea
2022-10-15 23:31:31.557016,0x0002 8 de ea
2022-10-15 23:31:31.581947,0x0002 8 df ea
2022-10-15 23:31:31.597904,0x0002 8 e0 ea
2022-10-15 23:31:31.613892,0x0002 8 df ea
2022-10-15 23:31:31.621843,0x0002 8 e0 ea
2022-10-15 23:31:31.661761,0x0002 8 df ea
2022-10-15 23:31:31.693648,0x0002 8 de ea
2022-10-15 23:31:31.717474,0x0002 8 df ea
2022-10-15 23:31:31.741410,0x0002 8 de ea
2022-10-15 23:31:31.757367,0x0002 8 dd ea
2022-10-15 23:31:31.781303,0x0002 8 dc ea
2022-10-15 23:31:31.813222,0x0002 8 dd ea
2022-10-15 23:31:31.821200,0x0002 8 dc ea
2022-10-15 23:31:31.860982,0x0002 8 dd ea
2022-10-15 23:31:31.877938,0x0002 8 de ea
2022-10-15 23:31:31.957724,0x0002 8 de e9
2022-10-15 23:31:31.973680,0x0002 8 de ea
2022-10-15 23:31:32.021037,0x0002 8 de e9
2022-10-15 23:31:32.036994,0x0002 8 de ea
2022-10-15 23:31:32.061927,0x0002 8 e0 e9
2022-10-15 23:31:32.077885,0x0002 8 e2 e6
2022-10-15 23:31:32.085862,0x0002 8 ea e2
2022-10-15 23:31:32.101820,0x0002 8 ef e0
2022-10-15 23:31:32.117778,0x0002 8 f0 db
2022-10-15 23:31:32.125756,0x0002 8 f7 d7
2022-10-15 23:31:32.141110,0x0002 8 fc d4
2022-10-15 23:31:32.157068,0x0002 8 ff c9
2022-10-15 23:31:32.165046,0x0002 8 ff c2
2022-10-15 23:31:32.181005,0x0002 8 ff c1
2022-10-15 23:31:32.197959,0x0002 8 ff bf
2022-10-15 23:31:32.205937,0x0002 8 ff bb
2022-10-15 23:31:32.221894,0x0002 8 ff b8
2022-10-15 23:31:32.237853,0x0002 8 ff b4
2022-10-15 23:31:32.245830,0x0002 8 fe b1
2022-10-15 23:31:32.261788,0x0002 8 fe ae
2022-10-15 23:31:32.277102,0x0002 8 ff aa
2022-10-15 23:31:32.285109,0x0002 8 ff a5
2022-10-15 23:31:32.301069,0x0002 8 ff a3
2022-10-15 23:31:32.317184,0x0002 8 ff a2
2022-10-15 23:31:32.325151,0x0002 8 ff a0
2022-10-15 23:31:32.341107,0x0002 8 fe 9f
2022-10-15 23:31:32.357253,0x0002 8 ff 9e
2022-10-15 23:31:32.365232,0x0002 8 ff 9b
2022-10-15 23:31:32.381567,0x0002 8 ff 99
2022-10-15 23:31:32.397310,0x0002 8 ff 97
2022-10-15 23:31:32.408281,0x0002 8 ff 96
2022-10-15 23:31:32.425478,0x0002 8 fe 96
2022-10-15 23:31:32.445446,0x0002 8 fe 95
2022-10-15 23:31:32.461013,0x0002 8 fe 91
2022-10-15 23:31:32.477968,0x0002 8 ff 8d
2022-10-15 23:31:32.492401,0x0002 8 ff 8c
2022-10-15 23:31:32.508474,0x0002 8 fd 8c
2022-10-15 23:31:32.525650,0x0002 8 fd 8b
2022-10-15 23:31:32.542074,0x0002 8 fe 8b
2022-10-15 23:31:32.559034,0x0002 8 fe 8a
2022-10-15 23:31:32.575042,0x0002 8 ff 8a
2022-10-15 23:31:32.592408,0x0002 8 fe 89
2022-10-15 23:31:32.608553,0x0002 8 fe 86
2022-10-15 23:31:32.625753,0x0002 8 ff 86
2022-10-15 23:31:32.641741,0x0002 8 fe 85
2022-10-15 23:31:32.658510,0x0002 8 fe 86
2022-10-15 23:31:32.675726,0x0002 8 ff 86
2022-10-15 23:31:32.691619,0x0002 8 ff 82
2022-10-15 23:31:32.708658,0x0002 8 ff 7e
2022-10-15 23:31:32.725613,0x0002 8 ff 7b
2022-10-15 23:31:32.741572,0x0002 8 ff 76
2022-10-15 23:31:32.758781,0x0002 8 ff 74
2022-10-15 23:31:32.775610,0x0002 8 ff 72
2022-10-15 23:31:32.797232,0x0002 8 fe 6f
2022-10-15 23:31:32.808619,0x0002 8 fe 6a
2022-10-15 23:31:32.825810,0x0002 8 ff 68
2022-10-15 23:31:32.841784,0x0002 8 ff 67
2022-10-15 23:31:32.859109,0x0002 8 fe 66
2022-10-15 23:31:32.875506,0x0002 8 fe 67
2022-10-15 23:31:32.892462,0x0002 8 fe 66
2022-10-15 23:31:32.981308,0x0002 8 ff 67
2022-10-15 23:31:32.989314,0x0002 8 fe 67
2022-10-15 23:31:33.021202,0x0002 8 ff 67
2022-10-15 23:31:33.029207,0x0002 8 fd 69
2022-10-15 23:31:33.045161,0x0002 8 fe 69
2022-10-15 23:31:33.061095,0x0002 8 fe 6a
2022-10-15 23:31:33.069074,0x0002 8 fe 6b
2022-10-15 23:31:33.100988,0x0002 8 fe 6c
2022-10-15 23:31:33.141879,0x0002 8 fe 6d
2022-10-15 23:31:33.149857,0x0002 8 fe 6f
2022-10-15 23:31:33.165046,0x0002 8 fe 70
2022-10-15 23:31:33.188982,0x0002 8 fe 71
2022-10-15 23:31:33.221068,0x0002 8 fe 72
2022-10-15 23:31:33.246002,0x0002 8 fe 73
2022-10-15 23:31:33.261966,0x0002 8 fe 72
2022-10-15 23:31:33.285101,0x0002 8 fe 73
2022-10-15 23:31:33.309037,0x0002 8 fe 75
2022-10-15 23:31:33.341948,0x0002 8 fe 77
2022-10-15 23:31:33.389967,0x0002 8 fe 78
2022-10-15 23:31:33.421882,0x0002 8 fe 79
2022-10-15 23:31:33.429861,0x0002 8 fe 7a
2022-10-15 23:31:33.461775,0x0002 8 fe 7c
2022-10-15 23:31:33.469078,0x0002 8 fe 7e
2022-10-15 23:31:33.525953,0x0002 8 fe 7f
2022-10-15 23:31:33.541881,0x0002 8 fd 82
2022-10-15 23:31:33.549860,0x0002 8 fd 84
2022-10-15 23:31:33.565845,0x0002 8 fd 85
2022-10-15 23:31:33.573053,0x0002 8 fd 86
2022-10-15 23:31:33.604980,0x0002 8 fe 87
2022-10-15 23:31:33.613171,0x0002 8 fa 89
2022-10-15 23:31:33.629155,0x0002 8 fc 89
2022-10-15 23:31:33.645052,0x0002 8 fc 8a
2022-10-15 23:31:33.653033,0x0002 8 f9 8b
2022-10-15 23:31:33.669018,0x0002 8 fa 8b
2022-10-15 23:31:33.685118,0x0002 8 fa 8c
2022-10-15 23:31:33.693097,0x0002 8 f9 8c
2022-10-15 23:31:33.709054,0x0002 8 fa 8c
2022-10-15 23:31:33.732991,0x0002 8 f9 8c
2022-10-15 23:31:33.789861,0x0002 8 fa 8c
2022-10-15 23:31:33.813100,0x0002 8 f9 8c
2022-10-15 23:31:33.853047,0x0002 8 fa 8c
2022-10-15 23:31:33.877980,0x0002 8 f8 8c
2022-10-15 23:31:33.892969,0x0002 8 f9 8c
2022-10-15 23:31:33.901943,0x0002 8 f8 8c
2022-10-15 23:31:33.917155,0x0002 8 f7 8c
2022-10-15 23:31:33.933112,0x0002 8 f7 8d
2022-10-15 23:31:33.941034,0x0002 8 f8 8d
2022-10-15 23:31:33.956977,0x0002 8 f9 8d
2022-10-15 23:31:33.981909,0x0002 8 fa 8c
2022-10-15 23:31:34.013851,0x0002 8 f8 8c
2022-10-15 23:31:34.021834,0x0002 8 f9 8c
2022-10-15 23:31:34.037760,0x0002 8 f8 8c
2022-10-15 23:31:34.053716,0x0002 8 f9 8c
2022-10-15 23:31:34.061725,0x0002 8 fa 8c
2022-10-15 23:31:34.093060,0x0002 8 f9 8c
2022-10-15 23:31:34.117953,0x0002 8 fa 8c
2022-10-15 23:31:34.285530,0x0002 8 fa 8b
2022-10-15 23:31:34.301488,0x0002 8 fa 8c
2022-10-15 23:31:34.325424,0x0002 8 fa 8b
2022-10-15 23:31:34.357339,0x0002 8 fa 8c
2022-10-15 23:31:34.381275,0x0002 8 fa 8b
2022-10-15 23:31:34.421168,0x0002 8 fa 8a
2022-10-15 23:31:34.445105,0x0002 8 f9 89
2022-10-15 23:31:34.461061,0x0002 8 fa 88
2022-10-15 23:31:34.476991,0x0002 8 fb 86
2022-10-15 23:31:34.485967,0x0002 8 fa 85
2022-10-15 23:31:34.501924,0x0002 8 f9 84
2022-10-15 23:31:34.517021,0x0002 8 f9 7f
2022-10-15 23:31:34.524999,0x0002 8 fb 7d
2022-10-15 23:31:34.557911,0x0002 8 f9 7e
2022-10-15 23:31:34.565891,0x0002 8 fb 7c
2022-10-15 23:31:34.581847,0x0002 8 fc 7b
2022-10-15 23:31:34.597828,0x0002 8 fc 7a
2022-10-15 23:31:34.645675,0x0002 8 fc 79
2022-10-15 23:31:34.661090,0x0002 8 fc 78
2022-10-15 23:31:34.677048,0x0002 8 fb 78
2022-10-15 23:31:34.685053,0x0002 8 fb 77
2022-10-15 23:31:34.700984,0x0002 8 fc 76
2022-10-15 23:31:34.741875,0x0002 8 fd 75
2022-10-15 23:31:34.765837,0x0002 8 fc 75
2022-10-15 23:31:34.781115,0x0002 8 fd 75
2022-10-15 23:31:34.797073,0x0002 8 fd 74
2022-10-15 23:31:34.805048,0x0002 8 fd 73
2022-10-15 23:31:34.821537,0x0002 8 fd 74
2022-10-15 23:31:34.845473,0x0002 8 fd 73
2022-10-15 23:31:34.861460,0x0002 8 fd 74
2022-10-15 23:31:34.877142,0x0002 8 fd 73
2022-10-15 23:31:34.885122,0x0002 8 fd 74
2022-10-15 23:31:34.901079,0x0002 8 fd 73
2022-10-15 23:31:34.965021,0x0002 8 fe 73
2022-10-15 23:31:34.989955,0x0002 8 fd 73
2022-10-15 23:31:35.125068,0x0002 8 fd 74
2022-10-15 23:31:35.149097,0x0002 8 fd 73
2022-10-15 23:31:35.204977,0x0002 8 fd 72
2022-10-15 23:31:35.229904,0x0002 8 fd 71
2022-10-15 23:31:35.245034,0x0002 8 fd 70
2022-10-15 23:31:35.260992,0x0002 8 fd 6f
2022-10-15 23:31:35.269120,0x0002 8 fd 6d
2022-10-15 23:31:35.285068,0x0002 8 fd 6c
2022-10-15 23:31:35.301024,0x0002 8 fd 6b
2022-10-15 23:31:35.309119,0x0002 8 fd 6a
2022-10-15 23:31:35.325033,0x0002 8 fd 69
2022-10-15 23:31:35.340990,0x0002 8 fd 67
2022-10-15 23:31:35.357090,0x0002 8 fe 67
2022-10-15 23:31:35.381026,0x0002 8 fe 66
2022-10-15 23:31:35.420945,0x0002 8 fe 65
2022-10-15 23:31:35.429896,0x0002 8 fe 64
2022-10-15 23:31:35.461836,0x0002 8 fd 64
2022-10-15 23:31:35.565884,0x0002 8 fd 63
2022-10-15 23:31:35.629024,0x0002 8 fe 63
2022-10-15 23:31:35.685872,0x0002 8 fd 63
2022-10-15 23:31:35.765932,0x0002 8 fe 63
2022-10-15 23:31:35.773885,0x0002 8 fd 63
2022-10-15 23:31:35.845201,0x0002 8 fd 64
2022-10-15 23:31:35.853178,0x0002 8 fd 63
2022-10-15 23:31:35.885120,0x0002 8 fe 63
2022-10-15 23:31:35.893071,0x0002 8 fd 63
2022-10-15 23:31:35.909058,0x0002 8 fe 63
2022-10-15 23:31:35.925534,0x0002 8 fd 61
2022-10-15 23:31:35.933539,0x0002 8 fd 5d
2022-10-15 23:31:35.949026,0x0002 8 fd 5b
2022-10-15 23:31:35.964983,0x0002 8 fd 57
2022-10-15 23:31:35.972988,0x0002 8 fd 54
2022-10-15 23:31:35.988995,0x0002 8 fd 53
2022-10-15 23:31:36.005949,0x0002 8 fc 4f
2022-10-15 23:31:36.013167,0x0002 8 fa 47
2022-10-15 23:31:36.029632,0x0002 8 f9 46
2022-10-15 23:31:36.045614,0x0002 8 f7 43
2022-10-15 23:31:36.053113,0x0002 8 f8 3a
2022-10-15 23:31:36.069070,0x0002 8 f8 37
2022-10-15 23:31:36.077051,0x0002 8 f8 35
2022-10-15 23:31:36.093006,0x0002 8 f8 33
2022-10-15 23:31:36.108963,0x0002 8 f5 30
2022-10-15 23:31:36.116944,0x0002 8 f3 2d
2022-10-15 23:31:36.133924,0x0002 8 f3 2c
2022-10-15 23:31:36.149855,0x0002 8 f0 2b
2022-10-15 23:31:36.173084,0x0002 8 f1 2b
